Date,Title,FinBERT
6/7/2022,51.8 acres in kolkata tech hub for adani hyperscale data centre,1
6/7/2022,andhra pradesh ports cross covid hurdle to post profit,0
6/7/2022,adani group to get plot on 99-yr lease,2
6/7/2022,"adani enterprises, sbi cards, nmdc and other stocks in news today",1
6/8/2022,"upeida, iit-k tie up for research in defence",1
6/8/2022,suburbs of mumbai record 175% rise in power theft firs; distribution losses cut by over 1%,0
6/10/2022,jharkhand: adani plant in godda to be partly functional by october,2
6/12/2022,m-cap of top five gujarat companies rises rs 3.51 lakh crore,2
6/13/2022,"pm modi government's ‘cronyism’ has gone global, says rahul",1
6/13/2022,lanka electricity chief resigns after withdrawing remark on adani group deal,1
6/14/2022,totalenergies to acquire 25% stake in ael arm for green hydrogen business,2
6/14/2022,tall characters and even taller tales: a psychedelic dastan to engage the senses,2
6/14/2022,total to take 25% in adani’s $50 billion green hydrogen game,2
6/14/2022,adani & french totalenergies tie-up to create ‘world’s largest green hydrogen ecosystem’,2
6/14/2022,sri lanka official quits after taking back adani deal remark,1
6/14/2022,"india inc inks 190 deals in may, volumes jump over 50%",2
6/14/2022,adani's $10.5 billion holcim acquisition doubles india inc's deal value in may: report,1
6/15/2022,adani transmission’s $700 million revolving facility tagged as green loan by sustainalytics,1
6/15/2022,total to buy 25% in adani’s$50bn green hydrogen biz,2
6/15/2022,total to buy 25% in adani’s $50bn green hydrogen business,2
6/15/2022,"adani group fastest in valuation growth at 88%, mukesh ambani-led ril up 13.4%: report",2
6/16/2022,"adani mcap soars 88% in six months, ril up 13%: report",2
6/17/2022,edible oil companies set to slash prices,0
6/18/2022,war of words over power disruption,1
6/19/2022,"adani, infosys set to buoy vizag's it scene",1
6/20/2022,"cipla, adani wilmur, icici bank and other stocks in news today",1
6/20/2022,adani power acquires infra development firms sppl and erepl for over rs 609 crore,1
6/20/2022,"at 190, india inc inked 50% more deals in may",2
6/21/2022,mumbai: power utility firms on alert to tackle monsoon related crisis,1
6/21/2022,"adani enterprises, 10 others keen on bidding for coal import tenders: cil",2
6/23/2022,"gautam adani pledges rs 60,000 crore for social causes",1
6/24/2022,adani commits to give away rs 60k cr in charity,1
6/24/2022,"adani commits to give away rs 60,000 crore in charity",2
6/24/2022,adani commits to give away ₹60k cr in charity,1
6/27/2022,"adani to foray into copper, ties up rs 6k cr loan for plant",1
6/27/2022,"adani to foray into copper, ties up rs 6,000 crore loan for plant",2
6/27/2022,"bombay hc finds ""no merit'' in adani ports challenge to its disqualification by jnpt",1
6/28/2022,hc rejects adani plea against jnpt,1
6/28/2022,hry to buy less power from adani,2
6/29/2022,"maharashtra signs rs 60,000 crore power mou with adani group",2
6/30/2022,mukesh ambani wants to succeed where dhirubhai did not,1
7/1/2022,ahmedabad: adani sportsline to support indian contingent at commonwealth games,2
7/5/2022,"adani lowest bidder in cil's maiden coal import tender, miner may negotiate price",1
7/6/2022,"tata motors, biocon, tata steel and oother stocks in news today",1
7/7/2022,indonesian company beats adani in cil coal import tender,1
7/8/2022,"surat: at rs 19,000 crore, gautum adani to expand hazira port 6 times",1
7/8/2022,"adani group planning to enter telecom spectrum race; to face ambani's jio, mittal's airtel",1
7/9/2022,adani confirms entry into telecom spectrum race; to use 5g spectrum for pvt network,2
7/9/2022,"adani group joins 5g race, to take on reliance jio and airtel: 7 key things to know",2
7/9/2022,"doubling fuel efficiency: ‘aircraft of future will have open engines with large fan blades,’ says safran ceo",2
7/9/2022,"green hydrogen: what is green hydrogen, why reliance and adani group are investing in it, and other queries",1
7/10/2022,"ahmedabad: new-age homes for senior citizens, class act for students!",1
7/10/2022,"adani group joins 5g race, but ‘only to cater to in-house needs’",2
7/10/2022,ambani vs adani at 5g auction but no direct market clash yet,1
7/10/2022,adanis in the fray for 5g spectrum,2
7/12/2022,"adani data networks, jio, airtel, vodafone idea to bid for spectrum",2
7/12/2022,"gas supply hit in shela, bopal",2
7/13/2022,adani’s entry in 5g may heat up bidding race,2
7/13/2022,"market watch july 13,2022: check which stocks gave highest returns",1
7/13/2022,"andy flower named head coach of gulf giants, adani’s franchise in uae league",2
7/14/2022,"adani ports, israel's gadot win tender to buy haifa port: report",2
7/14/2022,can adani repeat the decade-old ambani telecom trick?,1
7/15/2022,adani group-led jv wins bid to privatise israel’s haifa port for $1.8 billion,2
7/15/2022,adani ports to boost trade lanes with joint haifa port acquisition,2
7/15/2022,ngt imposes rs 5 crore green compensation on 5 oil companies,1
7/16/2022,cm ys jagan mohan reddy to lay stone for ramayapatnam port on july 20,1
7/16/2022,us it firm opens hub in sector v,2
7/16/2022,"apsez, gadot win tender to privatise israel’s haifa port",2
7/18/2022,"5g auction: jio submits earnest money of rs 14,000 crore to dot; adani group deposits rs 100 crore",2
7/18/2022,edible oil prices set to fall further next month,0
7/19/2022,"5g spectrum: jio tops with rs 14,000 crore deposit",2
7/19/2022,"indian oil, hul, adani wilmar and other stocks in news today",1
7/20/2022,gautam adani overtakes bill gates to become 4th richest in world,2
7/21/2022,sanjeev kumar molded himself into whichever role he was playing: gautam adani,2
7/21/2022,adani capital to finance ashok leyland commercial vehicles: details,1
7/21/2022,patna: centre draws flak over gst on packaged food products,1
7/21/2022,raids on 2 units reveal power thefts worth rs 50 lakh in mumbai,1
7/22/2022,"adani world’s 4th richest with $116 billion, beats gates",2
7/22/2022,airtel to be at forefront of bringing 5g connectivity to india: sunil mittal,2
7/22/2022,"iim-ahmedabad placements: it loses top spot, salary up by 21%",0
7/22/2022,chennai: ashok leyland ties up with adani capital,2
7/22/2022,gautam adani overtakes bill gates to become world’s fourth-richest person,2
7/22/2022,"mumbai: 1,000mw more electricity with new link deal",2
7/26/2022,"5g spectrum auction: rs 1.45 lakh crore bids by jio, airtel, others on day 1",1
7/26/2022,adani says never slowed investments; $70 billion to turn india to clean energy exporter,2
7/26/2022,"gujarat: regulatory committee keeps medical, dental fees unchanged",1
7/27/2022,green nod for adani group to operate 2 quarries in dist,2
7/27/2022,aipef seeks withdrawal of coal import instructions; raise question over instructions when there was no coal shortage,1
7/27/2022,5g spectrum sales net record rs 1.45 lakh crore on day 1,2
7/27/2022,‘adani group’s $70 billion investment to facilitate india’s green energy transition’,2
7/29/2022,"adani capital plans ipo worth rs 1,500 crore as soon as 2024",2
7/30/2022,5g spectrum sale nears rs 1.50 lakh crore mark on day 5; bidding to resume on sunday,2
8/1/2022,why a big adani vs ambani battle may be brewing,2
8/1/2022,asia’s richest men prep for battle as gautam adani enters mukesh ambani’s turf,1
8/1/2022,mumbai: adani electricity team goes out of the way to help ailing person,2
8/1/2022,"5g auction ends on day 7: total bids recieved, who bought what, biggest bidder and more",2
8/2/2022,adani green energy q1 cash profit surges 48% to rs 680 crore,2
8/2/2022,thane: power co officials go out of their way to help ailing monk,0
8/2/2022,power co officials go out of their way to help ailing monk,1
8/2/2022,adani group makes foray into industrial 5g segment,1
8/3/2022,"zomato, itc, adani wilmar and other stocks in news today",1
8/3/2022,gst move on unbranded food due to misuse: finance minister,1
8/3/2022,ahmedabad: announcements to cease at sardar vallabhbhai patel international airport,1
8/3/2022,agel posts 48% rise in q1 cash profit,2
8/3/2022,mumbai: yet another offence of electricity theft against siddhart nagar residents,1
8/3/2022,adani wilmar q1 net profit up 10% to rs 193.59 crore,2
8/3/2022,"adani power q1 net profit jumps 16 times to rs 4,780 crore",2
8/3/2022,hybrid power plant of rajasthan supplies green power to mumbai,1
8/3/2022,"ahmedabad: adani increases cng, png prices",1
8/4/2022,ashok leyland launches 250hp 4v engine for its modular truck range,1
8/4/2022,adani total gas reports flat net profit for q1,0
8/4/2022,adani wilmar logs 194cr profit in q1,1
8/4/2022,adani transmission reports q1 pat of rs 168 crore,1
8/4/2022,adani enterprises profit rises 76% to rs 469 crore in june quarter,2
8/4/2022,adani inks pact with israel innovation authority to develop tech solutions,2
8/4/2022,atl reports 61% decline in q1 net,0
8/4/2022,apsez collaborates with ad ports group for infra investments in tanzania,1
8/4/2022,adani enterprises signs pact with israel innovation authority,2
8/4/2022,adani power shares gain 3 per cent on strong q1 results,2
8/4/2022,"adani power registers 16x jump in q1 net at 4,780cr",2
8/4/2022,"adani group to acquire macquarie asia's toll road portfolio in andhra pradesh, gujarat for rs 3,110 crore",2
8/4/2022,post-auction spectrum harmonisation process done; allocation by august 12: telecom minister,1
8/5/2022,adani group inks pact with israel innovation authority,1
8/5/2022,apsez signs mou with ad ports group,1
8/5/2022,"adani buys macquarie’s toll roads for ₹3,110 crore",2
8/5/2022,"adani buys macquarie’s toll roads for rs 3,110 crore",2
8/5/2022,"m&m, nykaa, titan and other stocks in news today",1
8/6/2022,mumbai: power companies focus on skilled staff for e-vehicles and solar infrastructure,1
8/8/2022,"adani ports q1 net profit drops 17% to rs 1,091.56 crore",0
8/8/2022,apsez clocks record cargo volumes in q1; net profit down 17%,0
8/9/2022,apsez clocks record cargo volumes in q1,1
8/11/2022,"odisha: adani group to set up rs 41,000-crore alumina refinery in kashipur",2
8/11/2022,gautam adani plans $5.2 billion alumina mill in growing metal ambitions,2
8/11/2022,"adani group to invest rs 41,000 crore to set up alumina refinery in odisha’s kashipur",2
8/12/2022,"adani group to invest rs 57,575 crore in odisha for two projects",2
8/12/2022,"adani will invest 57,575cr in two projects in odisha",2
8/12/2022,jharkhand: 350 godda women stitch over 1 lakh tricolours,1
8/14/2022,"adani, anil agarwal lead india inc in paying tributes to rakesh jhunjhunwala",1
8/16/2022,apsez’s logistics arm acquires icd tumb in vapi for rs 835 crore,1
8/16/2022,adani group proposes udf on arriving flyers also at manguluru from oct 1,1
8/16/2022,adani logistics to acquire icd tumb from navkar corporation for rs 835 crore,2
8/17/2022,adani logistics to acquire icd tumb for 835 crore,2
8/17/2022,adani to buy container depot in guj for rs 835 crore,2
8/17/2022,"adani transmission, cipla, sbi and other stocks in news today",1
8/17/2022,centre grants vip security cover to industrialist gautam adani,1
8/17/2022,"quarrying for vizhinjam port: avoid danger to locals, directs kerala hc",1
8/17/2022,gautam adani to address forbes global ceo conference in singapore,1
8/17/2022,adani to buy container depot in gujarat for rs 835 crore,2
8/18/2022,market cap of 16 gujarat-based companies up rs 6.57 lakh crore in 2 months,2
8/18/2022,mcap of 16 guj cos up 6.57l cr in 2 months,2
8/18/2022,telcos pay rs 18k crore upfront for 5g waves,2
8/18/2022,telecom minister ashwini vaishnaw asks telcos to gear up for 5g launch,2
8/18/2022,"ongc, irctc, adani green energy and other stocks in news today",1
8/19/2022,bse's mkt cap hits new peak of rs 283.5 lakh crore,2
8/19/2022,bse’s mkt cap hits new peak of ₹283.5l crore,2
8/19/2022,adani power to buy db power for $879 million,2
8/20/2022,"gets nod for $3.8bn ambuja, acc offer",2
8/20/2022,adani co to acquire db power for rs 7k cr,2
8/22/2022,pledged shares fall to 1.5% of promoter stake in q1,0
8/22/2022,"adani power, jsw steel paytm and other stocks in news today",1
